case_id,datetime,language,question,approved_answer,category,source_type,source_id,status,notes
call_center_301,2026-06-19 23:05:33,ru,Assalomu alaykum Yaratilgan fakturani yuborilmayapti Token ishlab turibdi Boldi iwladi Rahmat,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 301 Operator tez orada ulanadi. Нма ошибка чиквоти Сог болинг саломат болинг . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_301,approved,Imported from call center API
call_center_300,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар Майли,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 300 Operator tez orada ulanadi. Menga boshqa savollaringiz bolmasa chatni yakunlayman,call_center,call_center,call_center_300,approved,Imported from call center API
call_center_299,2026-06-19 23:05:33,ru,Ҳужжат IDси ( Didox.uz ): Ҳужжат IDси ( Rouming.uz ): Ҳужжат IDси ( Didox.uz ): Ҳужжат IDси ( Rouming.uz ): Ошибка в системе Ҳужжат IDси ( Didox.uz ): Ҳужжат IDси ( Rouming.uz ): ассалому алейкум рахмат каттакон ишларизга омад,"Текшириб коринг Бошка саволариз йокми Рахмат . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_299,approved,Imported from call center API
call_center_298,2026-06-19 23:05:33,ru,"Assalomu aleykum Sayt E imzoni o'qimayapti, Didox va My soliq boshqa saytlar o'qiyapti","Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 298 Operator tez orada ulanadi. Anydesk беролисизми . Сиздан жавоб олмаганим сабабли суҳбатимизни ҳозирча якунлайман. Қўшимча саволларингиз ёки ёрдам керак бўлса, исталган вақт мурожаат қилишингиз мумкин. Эътиборингиз учун раҳмат, яхши кун тилайман! . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_298,approved,Imported from call center API
call_center_297,2026-06-19 23:05:33,ru,registratsiyadan otish nkerak kluchnu topmadi Ha bor Tel qiling,Any deskiz bormi Any deskizi ham yozib yuboring,call_center,call_center,call_center_297,approved,Imported from call center API
call_center_296,2026-06-19 23:05:33,ru,Рахмат каттакон. 10 бахо .Хеч канча куттирмай ёрдам берганиз учун миннатдорман. тизимга киромаяпман ЗУЛАЙХО КУЗИБОЕВНА Логин паро йук да бор Рахмат договорни кандай тасдикласа булади Ха лекин тасдиклаб беромаяпман 1969551166 хоп Сизга хам рахмат Барака топинг,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 296 Operator tez orada ulanadi. Login parol bilan kiring 998944464337 Loginda shu nomerizi qoyibmiz Parolga INN qoymadizmi? Ha terib koring keyin nastroykadan lichniy kabinet bolimida INN izi kiritib kalitizi tasdiqlab qoying Keyin KAlit bilan kirishiz mumkin boladi Hujjat korinvotimi? Any deskizi yozib yuboring Podpisanie boluvdi endi trebuetsya podpis bolib qoldi ucelga chiqib koringchi . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_296,approved,Imported from call center API
call_center_295,2026-06-19 23:05:33,ru,Murojat holatini tekshirish ID: Ассалому алейкум Рахмат куринди,"Bu bo'lim ishlab chiqilmoqda! . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 295 Operator tez orada ulanadi. Текшириб коринг Дакументлариз Фактура уз сайтига тушди Бошка саволариз йокми . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_295,approved,Imported from call center API
call_center_293,2026-06-19 23:05:33,ru,"Faktura Support (fakturauzsupportbot) По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. что за ошибка? Оператор Оператор","Мы заметили, что вы не завершили создание заявки в службе поддержки Faktura.uz. Надеемся, что ваш вопрос был успешно решен. Если проблема все еще актуальна, просим вас ознакомиться с инструкцией по работе с ботом и повторно создать обращение. Благодарим за использование наших сервисов и желаем вам успешной работы!",call_center,call_center,call_center_293,approved,Imported from call center API
call_center_292,2026-06-19 23:05:33,ru,Ассалому алейкум Тизимга киролмаяпман илтимос ердам беринг пароллар йук манда ЗУЛАЙХО КУЗИБОЕВНА Ха бор 1969551166 Йук Рахмат,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 292 Operator tez orada ulanadi. any deskiz bormi Royxatdan o'tkanmisiz? Sog' bo'ling . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_292,approved,Imported from call center API
call_center_291,2026-06-19 23:05:33,ru,Assalomu alikum Man imzolay olmibman Hop buladi Valikum assalom Paynet imzolay olmibman Agent.paynet.uz Faktura Support (fakturauzsupportbot) Anydesk беролисизми ? Faktura Support (fakturauzsupportbot) Фактура уз сайтини ишлатвосизми Agent.paynet.uz orqali faktura imzolay olmibman,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 291 Operator tez orada ulanadi. Anydesk беролисизми Фактура уз сайтини ишлатвосизми Маши сайтни Колл центирига алокага чикинг Ман пакат сизга Фактура уз сайтидаги муамо бойича йордам беролиман . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_291,approved,Imported from call center API
